DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Air Temperature [deg C],Avg Relative Humidity [%],Avg Avg Wind Speed @ 10m [m/s]
1/6/2017,12,77.2684,0.0150,77.0281,-99999,-99999,-99999
1/6/2017,13,76.7906,0.0197,76.4446,-99999,-99999,-99999
1/6/2017,14,82.7017,0.1285,82.4620,-99999,-99999,-99999
1/6/2017,15,93.0965,0.0950,92.8418,-99999,-99999,-99999
1/6/2017,16,66.6382,0.0973,66.3334,-99999,-99999,-99999
1/6/2017,17,31.4398,0.0043,31.2826,-99999,-99999,-99999
1/6/2017,18,7.3837,0.0000,7.3281,-99999,-99999,-99999
1/6/2017,19,-1.0158,0.0000,-1.0099,-99999,-99999,-99999
1/6/2017,20,-1.0771,0.0000,-1.0627,-99999,-99999,-99999
1/6/2017,21,-1.1054,0.0000,-1.0783,-99999,-99999,-99999
1/6/2017,22,-1.0442,0.0000,-1.0319,-99999,-99999,-99999
1/6/2017,23,-1.1181,0.0000,-1.0739,-99999,-99999,-99999
1/7/2017,0,-1.0226,0.0000,-1.0338,-99999,-99999,-99999
1/7/2017,1,-1.3038,0.0000,-1.3089,-99999,-99999,-99999
1/7/2017,2,-2.0403,0.0000,-1.9507,-99999,-99999,-99999
1/7/2017,3,-2.0427,0.0000,-1.9304,-99999,-99999,-99999
1/7/2017,4,-2.0170,0.0000,-1.8768,-99999,-99999,-99999
1/7/2017,5,-2.0360,0.0000,-1.9086,-99999,-99999,-99999
1/7/2017,6,-2.0378,0.0000,-1.9040,-99999,-99999,-99999
1/7/2017,7,-1.9589,0.0000,-1.6942,-99999,-99999,-99999
1/7/2017,8,23.5531,123.0780,24.1061,-99999,-99999,-99999
1/7/2017,9,205.5019,643.5779,207.3904,-99999,-99999,-99999
1/7/2017,10,407.5751,832.6623,411.4528,-99999,-99999,-99999
1/7/2017,11,570.4697,906.7830,567.4521,-99999,-99999,-99999
1/7/2017,12,682.2211,947.5698,673.4933,-99999,-99999,-99999
1/7/2017,13,727.3801,961.3687,717.0474,-99999,-99999,-99999
1/7/2017,14,704.4117,957.8807,694.9556,-99999,-99999,-99999
1/7/2017,15,611.5070,923.7891,606.3505,-99999,-99999,-99999
1/7/2017,16,465.0229,874.1817,466.9476,-99999,-99999,-99999
1/7/2017,17,271.4390,745.7172,273.9690,-99999,-99999,-99999
1/7/2017,18,68.1550,362.7861,69.1159,-99999,-99999,-99999
1/7/2017,19,-1.9739,0.0000,-1.8347,-99999,-99999,-99999
1/7/2017,20,-2.2978,0.0000,-2.1499,-99999,-99999,-99999
1/7/2017,21,-2.1705,0.0000,-2.1460,-99999,-99999,-99999
1/7/2017,22,-2.0690,0.0000,-2.1464,-99999,-99999,-99999
1/7/2017,23,-2.0565,0.0000,-2.0527,-99999,-99999,-99999
1/8/2017,0,-2.0478,0.0000,-2.0533,-99999,-99999,-99999
1/8/2017,1,-2.0324,0.0000,-2.0528,-99999,-99999,-99999
1/8/2017,2,-2.0468,0.0000,-2.0087,-99999,-99999,-99999
1/8/2017,3,-2.0051,0.0000,-1.8817,-99999,-99999,-99999
1/8/2017,4,-1.9567,0.0000,-1.8428,-99999,-99999,-99999
1/8/2017,5,-1.8713,0.0000,-1.7830,-99999,-99999,-99999
1/8/2017,6,-1.8478,0.0000,-1.6062,-99999,-99999,-99999
1/8/2017,7,-1.5069,0.0000,-1.3676,-99999,-99999,-99999
1/8/2017,8,24.7391,107.4868,25.1352,-99999,-99999,-99999
1/8/2017,9,192.2994,533.5543,193.7409,-99999,-99999,-99999
1/8/2017,10,337.3487,451.7788,339.2420,-99999,-99999,-99999
1/8/2017,11,176.0178,0.4604,175.0110,-99999,-99999,-99999
1/8/2017,12,238.3631,0.6091,237.1317,-99999,-99999,-99999
1/8/2017,13,332.0119,1.1156,330.3679,-99999,-99999,-99999
1/8/2017,14,440.0850,8.7319,437.3586,-99999,-99999,-99999
1/8/2017,15,266.6784,1.2533,265.0473,-99999,-99999,-99999
1/8/2017,16,165.1997,0.5384,164.2119,-99999,-99999,-99999
1/8/2017,17,73.9685,0.2741,73.5348,-99999,-99999,-99999
1/8/2017,18,13.1191,0.0015,13.0362,-99999,-99999,-99999
1/8/2017,19,-1.2257,0.0051,-1.1774,-99999,-99999,-99999
1/8/2017,20,-1.2877,0.0048,-1.2447,-99999,-99999,-99999
1/8/2017,21,-1.1558,0.0000,-1.0882,-99999,-99999,-99999
1/8/2017,22,-1.2067,0.0000,-1.1286,-99999,-99999,-99999
1/8/2017,23,-1.1586,0.0000,-1.0814,-99999,-99999,-99999
1/9/2017,0,-1.1694,0.0000,-1.1291,-99999,-99999,-99999
1/9/2017,1,-1.2861,0.0000,-1.2688,-99999,-99999,-99999
1/9/2017,2,-1.9270,-0.0010,-1.8619,-99999,-99999,-99999
1/9/2017,3,-1.7691,-0.0215,-1.6880,-99999,-99999,-99999
1/9/2017,4,-1.9151,-0.0039,-1.8672,-99999,-99999,-99999
1/9/2017,5,-1.8248,-0.0002,-1.7840,-99999,-99999,-99999
1/9/2017,6,-1.9408,-0.0291,-1.7925,-99999,-99999,-99999
1/9/2017,7,-1.7807,0.0000,-1.7021,-99999,-99999,-99999
1/9/2017,8,25.2579,143.6204,25.8520,-99999,-99999,-99999
1/9/2017,9,192.8706,589.0554,193.6844,-99999,-99999,-99999
1/9/2017,10,387.0065,762.5091,391.3227,-99999,-99999,-99999
1/9/2017,11,541.0276,841.3354,540.8533,-99999,-99999,-99999
1/9/2017,12,647.5447,879.1755,640.6698,-99999,-99999,-99999
1/9/2017,13,665.7418,775.1898,657.0086,-99999,-99999,-99999
1/9/2017,14,671.1040,880.3232,662.4735,-99999,-99999,-99999
1/9/2017,15,566.3004,731.4639,562.8736,-99999,-99999,-99999
1/9/2017,16,438.2900,709.7318,440.6942,-99999,-99999,-99999
1/9/2017,17,254.4174,641.1392,256.6003,-99999,-99999,-99999
1/9/2017,18,64.1399,289.4944,64.9088,-99999,-99999,-99999
1/9/2017,19,-1.9522,0.0047,-2.0024,-99999,-99999,-99999
1/9/2017,20,-2.3823,-0.0032,-2.4660,-99999,-99999,-99999
1/9/2017,21,-2.3644,-0.0024,-2.3026,-99999,-99999,-99999
1/9/2017,22,-2.2478,-0.0122,-2.1324,-99999,-99999,-99999
1/9/2017,23,-2.2194,-0.0106,-2.1259,-99999,-99999,-99999
1/10/2017,0,-2.1831,-0.0213,-2.0888,-99999,-99999,-99999
1/10/2017,1,-2.1847,-0.0453,-2.1152,-99999,-99999,-99999
1/10/2017,2,-2.2233,-0.0379,-2.1273,-99999,-99999,-99999
1/10/2017,3,-2.2307,-0.0130,-2.1418,-99999,-99999,-99999
1/10/2017,4,-2.1859,-0.0742,-2.0749,-99999,-99999,-99999
1/10/2017,5,-2.2005,-0.0765,-2.1021,-99999,-99999,-99999
1/10/2017,6,-2.3771,-0.0863,-2.1409,-99999,-99999,-99999
1/10/2017,7,-2.3761,-0.0971,-2.0785,-99999,-99999,-99999
1/10/2017,8,24.6608,123.7494,25.1259,-99999,-99999,-99999
1/10/2017,9,202.7184,608.6654,203.2457,-99999,-99999,-99999
1/10/2017,10,382.0538,666.2697,381.7493,-99999,-99999,-99999
1/10/2017,11,534.7833,720.0581,533.6401,-99999,-99999,-99999
1/10/2017,12,611.2210,752.4081,608.7388,-99999,-99999,-99999
1/10/2017,13,723.9524,914.5067,721.5377,-99999,-99999,-99999
1/10/2017,14,692.1068,803.4217,689.7524,-99999,-99999,-99999
1/10/2017,15,524.3098,531.0545,523.0748,-99999,-99999,-99999
1/10/2017,16,275.3773,131.7969,275.0359,-99999,-99999,-99999
1/10/2017,17,283.8389,443.4462,283.8965,-99999,-99999,-99999
1/10/2017,18,60.7925,137.8178,61.1936,-99999,-99999,-99999
1/10/2017,19,-2.0764,0.0921,-2.1408,-99999,-99999,-99999
1/10/2017,20,-2.3818,-0.0174,-2.4948,-99999,-99999,-99999
1/10/2017,21,-2.3821,-0.0140,-2.4700,-99999,-99999,-99999
1/10/2017,22,-2.3825,-0.0479,-2.3668,-99999,-99999,-99999
1/10/2017,23,-2.3827,-0.0603,-2.3376,-99999,-99999,-99999
1/11/2017,0,-2.3787,-0.0287,-2.3323,-99999,-99999,-99999
1/11/2017,1,-2.3610,-0.0164,-2.2045,-99999,-99999,-99999
1/11/2017,2,-2.2328,-0.0906,-2.0925,-99999,-99999,-99999
1/11/2017,3,-2.2469,-0.0135,-2.1306,-99999,-99999,-99999
1/11/2017,4,-2.2090,-0.0593,-2.0886,-99999,-99999,-99999
1/11/2017,5,-2.2103,-0.0803,-2.0948,-99999,-99999,-99999
1/11/2017,6,-2.3608,-0.0686,-2.0732,-99999,-99999,-99999
1/11/2017,7,-2.3327,-0.0878,-1.9334,-99999,-99999,-99999
1/11/2017,8,15.7011,22.2576,15.8713,-99999,-99999,-99999
1/11/2017,9,170.6207,383.6095,171.0882,-99999,-99999,-99999
1/11/2017,10,367.8243,571.7804,367.9080,-99999,-99999,-99999
1/11/2017,11,526.2526,589.8791,526.3905,-99999,-99999,-99999
1/11/2017,12,619.7225,559.5918,618.2469,-99999,-99999,-99999
1/11/2017,13,654.0170,635.7815,652.6476,-99999,-99999,-99999
1/11/2017,14,674.1501,767.3115,672.6609,-99999,-99999,-99999
1/11/2017,15,587.6598,768.0347,587.4678,-99999,-99999,-99999
1/11/2017,16,455.5608,706.1051,456.9750,-99999,-99999,-99999
1/11/2017,17,242.1606,509.9430,242.6739,-99999,-99999,-99999
1/11/2017,18,60.4880,182.9120,61.0582,-99999,-99999,-99999
1/11/2017,19,-1.8281,0.0194,-1.8674,-99999,-99999,-99999
1/11/2017,20,-2.3814,-0.0384,-2.3642,-99999,-99999,-99999
1/11/2017,21,-2.3804,-0.0240,-2.3690,-99999,-99999,-99999
1/11/2017,22,-2.3809,-0.0245,-2.3364,-99999,-99999,-99999
1/11/2017,23,-2.3614,-0.0640,-2.2579,-99999,-99999,-99999
1/12/2017,0,-2.2859,-0.1156,-2.1343,-99999,-99999,-99999
1/12/2017,1,-2.2740,-0.0743,-2.1193,-99999,-99999,-99999
1/12/2017,2,-2.1315,-0.0879,-2.0165,-99999,-99999,-99999
1/12/2017,3,-1.9164,-0.0727,-1.8479,-99999,-99999,-99999
1/12/2017,4,-2.2430,-0.0330,-2.0962,-99999,-99999,-99999
1/12/2017,5,-2.2082,-0.0684,-2.0307,-99999,-99999,-99999
1/12/2017,6,-2.2014,-0.0880,-1.9473,-99999,-99999,-99999
1/12/2017,7,-2.3692,-0.0425,-1.9702,-99999,-99999,-99999
1/12/2017,8,19.2675,38.4471,19.4660,-99999,-99999,-99999
1/12/2017,9,175.3319,346.6173,175.4708,-99999,-99999,-99999
1/12/2017,10,372.7855,499.7234,372.9115,-99999,-99999,-99999
1/12/2017,11,364.1454,161.0493,364.1310,-99999,-99999,-99999
1/12/2017,12,353.5820,101.5293,352.5941,-99999,-99999,-99999
1/12/2017,13,583.2692,446.6260,582.0309,-99999,-99999,-99999
1/12/2017,14,460.7841,253.4731,459.8848,-99999,-99999,-99999
1/12/2017,15,461.1973,417.0674,461.4411,-99999,-99999,-99999
1/12/2017,16,398.4878,541.9158,399.9232,-99999,-99999,-99999
1/12/2017,17,239.8698,454.2406,133.5005,-99999,-99999,-99999
1/12/2017,18,74.9900,139.1107,52.6074,-99999,-99999,-99999
1/12/2017,19,-1.4902,-0.3872,-1.4248,-99999,-99999,-99999
1/12/2017,20,-2.2025,-0.3914,-2.0066,-99999,-99999,-99999
1/12/2017,21,-1.8204,-0.3911,-1.7655,-99999,-99999,-99999
1/12/2017,22,-1.7108,-0.3682,-1.7546,-99999,-99999,-99999
1/12/2017,23,-1.7432,-0.3914,-1.7794,-99999,-99999,-99999
1/13/2017,0,-1.7038,-0.3915,-1.7835,-99999,-99999,-99999
1/13/2017,1,-1.5265,-0.3220,-1.4572,-99999,-99999,-99999
1/13/2017,2,-1.6393,-0.2554,-1.6701,-99999,-99999,-99999
1/13/2017,3,-1.6054,-0.2831,-1.6182,-99999,-99999,-99999
1/13/2017,4,-1.4698,-0.1495,-1.4121,-99999,-99999,-99999
1/13/2017,5,-1.7503,-0.3318,-1.7158,-99999,-99999,-99999
1/13/2017,6,-2.0891,-0.3898,-1.8113,-99999,-99999,-99999
1/13/2017,7,-2.1991,-0.3915,-1.7838,-99999,-99999,-99999
1/13/2017,8,9.9425,-0.1747,9.9530,-99999,-99999,-99999
1/13/2017,9,129.3677,148.7850,83.7723,-99999,-99999,-99999
1/13/2017,10,313.6459,307.1575,183.5244,-99999,-99999,-99999
1/13/2017,11,340.3426,143.5126,259.9801,-99999,-99999,-99999
1/13/2017,12,391.5294,171.0011,281.8577,-99999,-99999,-99999
1/13/2017,13,419.5778,170.9837,302.2757,-99999,-99999,-99999
1/13/2017,14,239.5840,6.2966,234.6881,-99999,-99999,-99999
1/13/2017,15,261.2427,9.8446,255.1475,-99999,-99999,-99999
1/13/2017,16,203.1244,2.7582,201.4585,-99999,-99999,-99999
1/13/2017,17,136.0743,39.4805,122.2877,-99999,-99999,-99999
1/13/2017,18,36.6870,0.3861,36.5758,-99999,-99999,-99999
1/13/2017,19,-1.3179,-0.3102,-1.3274,-99999,-99999,-99999
1/13/2017,20,-2.1358,-0.3894,-1.7952,-99999,-99999,-99999
1/13/2017,21,-1.4901,-0.1937,-1.3258,-99999,-99999,-99999
1/13/2017,22,-1.7255,-0.1713,-1.6338,-99999,-99999,-99999
1/13/2017,23,-1.7947,-0.3904,-1.7833,-99999,-99999,-99999
1/14/2017,0,-1.8574,-0.3915,-1.7908,-99999,-99999,-99999
1/14/2017,1,-1.8349,-0.3915,-1.7854,-99999,-99999,-99999
1/14/2017,2,-1.7696,-0.2862,-1.7523,-99999,-99999,-99999
1/14/2017,3,-1.7899,-0.3711,-1.7834,-99999,-99999,-99999
1/14/2017,4,-2.0256,-0.3914,-1.8428,-99999,-99999,-99999
1/14/2017,5,-2.0246,-0.3916,-1.8167,-99999,-99999,-99999
1/14/2017,6,-2.3174,-0.3917,-1.8012,-99999,-99999,-99999
1/14/2017,7,-1.8412,-0.3272,-1.5880,-99999,-99999,-99999
1/14/2017,8,12.8752,-0.0250,12.8837,-99999,-99999,-99999
1/14/2017,9,82.7613,0.5615,82.4269,-99999,-99999,-99999
1/14/2017,10,288.7496,99.1194,243.4620,-99999,-99999,-99999
1/14/2017,11,284.3935,105.9372,227.6221,-99999,-99999,-99999
1/14/2017,12,227.2444,7.6203,221.8874,-99999,-99999,-99999
1/14/2017,13,208.4155,14.1246,195.5165,-99999,-99999,-99999
1/14/2017,14,433.6822,76.2779,385.9747,-99999,-99999,-99999
1/14/2017,15,206.2460,10.4793,201.1311,-99999,-99999,-99999
1/14/2017,16,225.9888,24.8583,215.5943,-99999,-99999,-99999
1/14/2017,17,142.8831,9.2682,139.7798,-99999,-99999,-99999
1/14/2017,18,34.6116,0.1269,34.5213,-99999,-99999,-99999
1/14/2017,19,-1.4832,-0.3792,-1.4313,-99999,-99999,-99999
1/14/2017,20,-1.7429,-0.3371,-1.7248,-99999,-99999,-99999
1/14/2017,21,-1.8128,-0.3858,-1.7835,-99999,-99999,-99999
1/14/2017,22,-1.7626,-0.3758,-1.7296,-99999,-99999,-99999
1/14/2017,23,-1.6134,-0.3512,-1.5908,-99999,-99999,-99999
1/15/2017,0,-1.5618,-0.1665,-1.4628,-99999,-99999,-99999
1/15/2017,1,-1.5485,-0.1557,-1.4724,-99999,-99999,-99999
1/15/2017,2,-1.7046,-0.3916,-1.7840,-99999,-99999,-99999
1/15/2017,3,-1.7020,-0.3896,-1.7810,-99999,-99999,-99999
1/15/2017,4,-1.6261,-0.3413,-1.6065,-99999,-99999,-99999
1/15/2017,5,-1.8676,-0.3748,-1.7931,-99999,-99999,-99999
1/15/2017,6,-1.9016,-0.3910,-1.7403,-99999,-99999,-99999
1/15/2017,7,-1.7452,-0.3916,-1.7834,-99999,-99999,-99999
1/15/2017,8,5.2568,-0.3473,5.2512,-99999,-99999,-99999
1/15/2017,9,97.3498,153.6287,51.2024,-99999,-99999,-99999
1/15/2017,10,352.1523,528.8027,136.0093,-99999,-99999,-99999
1/15/2017,11,439.0786,323.0165,264.4485,-99999,-99999,-99999
1/15/2017,12,591.4238,563.0396,227.1854,-99999,-99999,-99999
1/15/2017,13,607.7958,611.8268,192.1421,-99999,-99999,-99999
1/15/2017,14,665.1593,775.7811,175.8040,-99999,-99999,-99999
1/15/2017,15,592.7338,760.9258,184.8176,-99999,-99999,-99999
1/15/2017,16,446.2727,701.7089,132.7597,-99999,-99999,-99999
1/15/2017,17,260.5049,577.4289,81.8992,-99999,-99999,-99999
1/15/2017,18,70.9529,250.3210,33.1602,-99999,-99999,-99999
1/15/2017,19,-1.6252,-0.3653,-1.5972,-99999,-99999,-99999
1/15/2017,20,-2.3630,-0.3915,-2.2304,-99999,-99999,-99999
1/15/2017,21,-2.3115,-0.3915,-2.1456,-99999,-99999,-99999
1/15/2017,22,-2.3229,-0.3915,-2.1856,-99999,-99999,-99999
1/15/2017,23,-2.2307,-0.3915,-2.0517,-99999,-99999,-99999
1/16/2017,0,-2.1213,-0.3915,-1.9081,-99999,-99999,-99999
1/16/2017,1,-1.9859,-0.3915,-1.8937,-99999,-99999,-99999
1/16/2017,2,-2.2233,-0.3915,-2.0570,-99999,-99999,-99999
1/16/2017,3,-2.2058,-0.3916,-2.0400,-99999,-99999,-99999
1/16/2017,4,-2.0864,-0.3916,-1.9288,-99999,-99999,-99999
1/16/2017,5,-1.8623,-0.3916,-1.8118,-99999,-99999,-99999
1/16/2017,6,-2.1337,-0.3916,-1.8121,-99999,-99999,-99999
