DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Air Temperature [deg C],Avg Relative Humidity [%],Avg Avg Wind Speed @ 10m [m/s]
1/4/2019,4,-2.6884,-0.3925,-2.2138,-99999,-99999,-99999
1/4/2019,5,-2.6898,-0.3925,-2.1687,-99999,-99999,-99999
1/4/2019,6,-2.7340,-0.3925,-2.2678,-99999,-99999,-99999
1/4/2019,7,-2.7281,-0.3925,-2.1125,-99999,-99999,-99999
1/4/2019,8,34.7131,162.5546,18.6370,-99999,-99999,-99999
1/4/2019,9,193.3395,441.7793,85.7696,-99999,-99999,-99999
1/4/2019,10,401.5747,775.9402,79.3317,-99999,-99999,-99999
1/4/2019,11,567.1597,882.0276,85.2385,-99999,-99999,-99999
1/4/2019,12,673.3177,921.3935,85.8242,-99999,-99999,-99999
1/4/2019,13,699.6737,876.0118,109.4730,-99999,-99999,-99999
1/4/2019,14,635.6435,711.9059,168.5065,-99999,-99999,-99999
1/4/2019,15,540.7374,696.2887,141.2045,-99999,-99999,-99999
1/4/2019,16,446.2655,859.8902,59.1212,-99999,-99999,-99999
1/4/2019,17,251.1097,706.9706,46.5138,-99999,-99999,-99999
1/4/2019,18,57.6299,318.6043,17.7780,-99999,-99999,-99999
1/4/2019,19,-3.5724,-0.3915,-2.8344,-99999,-99999,-99999
1/4/2019,20,-3.5600,-0.3917,-2.8987,-99999,-99999,-99999
1/4/2019,21,-3.3072,-0.3918,-2.7757,-99999,-99999,-99999
1/4/2019,22,-3.2793,-0.3919,-2.7638,-99999,-99999,-99999
1/4/2019,23,-2.7965,-0.3920,-2.5000,-99999,-99999,-99999
1/5/2019,0,-2.8640,-0.3921,-2.5056,-99999,-99999,-99999
1/5/2019,1,-2.7303,-0.3921,-2.4371,-99999,-99999,-99999
1/5/2019,2,-2.7259,-0.3922,-2.4740,-99999,-99999,-99999
1/5/2019,3,-2.7322,-0.3922,-2.4875,-99999,-99999,-99999
1/5/2019,4,-2.7377,-0.4246,-2.4423,-99999,-99999,-99999
1/5/2019,5,-2.7452,-0.3922,-2.3724,-99999,-99999,-99999
1/5/2019,6,-2.9439,-0.3923,-2.2868,-99999,-99999,-99999
1/5/2019,7,-2.8266,-0.3916,-2.1390,-99999,-99999,-99999
1/5/2019,8,27.4314,167.1666,11.5028,-99999,-99999,-99999
1/5/2019,9,199.8806,637.1346,44.1451,-99999,-99999,-99999
1/5/2019,10,392.4221,812.6555,59.4963,-99999,-99999,-99999
1/5/2019,11,549.5733,883.5604,67.7928,-99999,-99999,-99999
1/5/2019,12,653.5421,910.4856,73.9649,-99999,-99999,-99999
1/5/2019,13,697.0326,923.2276,74.7494,-99999,-99999,-99999
1/5/2019,14,671.2093,919.2451,71.3445,-99999,-99999,-99999
1/5/2019,15,579.2320,887.6475,67.8485,-99999,-99999,-99999
1/5/2019,16,433.8493,825.8247,60.5191,-99999,-99999,-99999
1/5/2019,17,248.2650,683.6789,47.8148,-99999,-99999,-99999
1/5/2019,18,56.5454,281.7138,19.1564,-99999,-99999,-99999
1/5/2019,19,-3.2903,-0.3915,-2.7334,-99999,-99999,-99999
1/5/2019,20,-3.0012,-0.3916,-2.5832,-99999,-99999,-99999
1/5/2019,21,-2.7966,-0.3917,-2.5006,-99999,-99999,-99999
1/5/2019,22,-2.7243,-0.3918,-2.4985,-99999,-99999,-99999
1/5/2019,23,-2.7249,-0.3919,-2.3474,-99999,-99999,-99999
1/6/2019,0,-2.7250,-0.3920,-2.1969,-99999,-99999,-99999
1/6/2019,1,-2.7029,-0.3920,-2.1740,-99999,-99999,-99999
1/6/2019,2,-2.6262,-0.3921,-2.0386,-99999,-99999,-99999
1/6/2019,3,-2.6452,-0.3921,-2.1222,-99999,-99999,-99999
1/6/2019,4,-2.5823,-0.3921,-1.9534,-99999,-99999,-99999
1/6/2019,5,-2.4056,-0.3919,-1.7860,-99999,-99999,-99999
1/6/2019,6,-2.6965,-0.3921,-1.8162,-99999,-99999,-99999
1/6/2019,7,-2.7256,-0.3921,-1.8095,-99999,-99999,-99999
1/6/2019,8,16.6369,32.5898,15.0345,-99999,-99999,-99999
1/6/2019,9,92.2442,60.5587,76.2217,-99999,-99999,-99999
1/6/2019,10,313.3283,431.7758,134.9963,-99999,-99999,-99999
1/6/2019,11,465.2300,547.7890,171.4342,-99999,-99999,-99999
1/6/2019,12,358.7945,113.5746,285.7133,-99999,-99999,-99999
1/6/2019,13,369.2138,76.6668,317.0270,-99999,-99999,-99999
1/6/2019,14,525.7350,327.0452,312.1572,-99999,-99999,-99999
1/6/2019,15,412.3017,310.6362,230.4161,-99999,-99999,-99999
1/6/2019,16,333.7186,378.5810,161.4655,-99999,-99999,-99999
1/6/2019,17,238.3575,475.4797,99.9329,-99999,-99999,-99999
1/6/2019,18,64.3775,227.7879,32.3494,-99999,-99999,-99999
1/6/2019,19,-2.6488,-0.3915,-2.3754,-99999,-99999,-99999
1/6/2019,20,-2.7336,-0.3916,-2.4971,-99999,-99999,-99999
1/6/2019,21,-2.6499,-0.3916,-2.2757,-99999,-99999,-99999
1/6/2019,22,-2.7232,-0.3917,-2.4975,-99999,-99999,-99999
1/6/2019,23,-2.6367,-0.3917,-2.3000,-99999,-99999,-99999
1/7/2019,0,-2.5074,-0.3749,-2.0708,-99999,-99999,-99999
1/7/2019,1,-2.2093,-0.2539,-1.6476,-99999,-99999,-99999
1/7/2019,2,-2.4852,-0.3352,-1.8956,-99999,-99999,-99999
1/7/2019,3,-2.6689,-0.3917,-2.1517,-99999,-99999,-99999
1/7/2019,4,-2.6936,-0.3918,-2.1558,-99999,-99999,-99999
1/7/2019,5,-2.6185,-0.3918,-2.0790,-99999,-99999,-99999
1/7/2019,6,-2.8508,-0.3918,-2.4270,-99999,-99999,-99999
1/7/2019,7,-2.8706,-0.3918,-2.3569,-99999,-99999,-99999
1/7/2019,8,14.4286,-0.2070,15.0872,-99999,-99999,-99999
1/7/2019,9,70.3056,2.7129,70.0650,-99999,-99999,-99999
1/7/2019,10,263.6225,111.7000,213.5981,-99999,-99999,-99999
1/7/2019,11,299.5336,41.5419,277.0488,-99999,-99999,-99999
1/7/2019,12,499.2386,298.5648,305.0457,-99999,-99999,-99999
1/7/2019,13,493.5411,225.2206,342.5238,-99999,-99999,-99999
1/7/2019,14,456.1578,187.5834,325.8406,-99999,-99999,-99999
1/7/2019,15,508.0363,374.6095,284.0918,-99999,-99999,-99999
1/7/2019,16,407.4639,479.3604,176.5370,-99999,-99999,-99999
1/7/2019,17,111.1209,11.2468,108.1359,-99999,-99999,-99999
1/7/2019,18,28.7525,0.1798,29.3703,-99999,-99999,-99999
1/7/2019,19,-2.6387,-0.3898,-2.3043,-99999,-99999,-99999
1/7/2019,20,-2.4386,-0.3701,-1.8750,-99999,-99999,-99999
1/7/2019,21,-2.4055,-0.3876,-1.8065,-99999,-99999,-99999
1/7/2019,22,-2.6989,-0.3915,-2.1645,-99999,-99999,-99999
1/7/2019,23,-2.5235,-0.3916,-1.8792,-99999,-99999,-99999
1/8/2019,0,-2.2893,-0.3861,-1.7290,-99999,-99999,-99999
1/8/2019,1,-2.0160,-0.2861,-1.5584,-99999,-99999,-99999
1/8/2019,2,-2.2837,-0.1635,-1.6776,-99999,-99999,-99999
1/8/2019,3,-2.2386,-0.0125,-1.5667,-99999,-99999,-99999
1/8/2019,4,-2.3671,-0.1606,-1.7499,-99999,-99999,-99999
1/8/2019,5,-2.4995,-0.2951,-1.8797,-99999,-99999,-99999
1/8/2019,6,-2.4854,-0.0602,-1.6741,-99999,-99999,-99999
1/8/2019,7,-2.5513,-0.0907,-1.6744,-99999,-99999,-99999
1/8/2019,8,6.0142,-0.1807,6.7855,-99999,-99999,-99999
1/8/2019,9,75.4198,0.7238,76.0062,-99999,-99999,-99999
1/8/2019,10,174.3640,2.6058,173.8097,-99999,-99999,-99999
1/8/2019,11,310.3602,40.6640,288.0079,-99999,-99999,-99999
1/8/2019,12,408.0703,101.2494,338.8291,-99999,-99999,-99999
1/8/2019,13,502.5185,183.8224,373.2730,-99999,-99999,-99999
1/8/2019,14,506.4396,255.6580,333.7449,-99999,-99999,-99999
1/8/2019,15,483.2710,343.1181,277.9671,-99999,-99999,-99999
1/8/2019,16,192.1192,44.7146,170.6185,-99999,-99999,-99999
1/8/2019,17,142.5532,70.3767,123.6074,-99999,-99999,-99999
1/8/2019,18,46.2889,21.4221,43.5533,-99999,-99999,-99999
1/8/2019,19,-2.6996,-0.3874,-2.3035,-99999,-99999,-99999
1/8/2019,20,-2.7217,-0.3914,-2.4816,-99999,-99999,-99999
1/8/2019,21,-2.4699,-0.3915,-1.8852,-99999,-99999,-99999
1/8/2019,22,-2.3929,-0.3661,-1.7792,-99999,-99999,-99999
1/8/2019,23,-2.3719,-0.1185,-1.7567,-99999,-99999,-99999
1/9/2019,0,-2.3869,-0.0231,-1.7787,-99999,-99999,-99999
1/9/2019,1,-2.3812,-0.0747,-1.6994,-99999,-99999,-99999
1/9/2019,2,-2.3342,-0.0816,-1.6187,-99999,-99999,-99999
1/9/2019,3,-2.3348,-0.0486,-1.5838,-99999,-99999,-99999
1/9/2019,4,-2.3747,-0.0448,-1.5633,-99999,-99999,-99999
1/9/2019,5,-2.3826,-0.0265,-1.6735,-99999,-99999,-99999
1/9/2019,6,-2.7278,-0.1733,-1.7912,-99999,-99999,-99999
1/9/2019,7,-2.5109,-0.1175,-1.3650,-99999,-99999,-99999
1/9/2019,8,5.3761,-0.0449,6.0621,-99999,-99999,-99999
1/9/2019,9,37.0738,0.3112,37.6413,-99999,-99999,-99999
1/9/2019,10,203.2759,3.8911,202.4267,-99999,-99999,-99999
1/9/2019,11,212.7624,4.2639,211.4051,-99999,-99999,-99999
1/9/2019,12,253.2671,0.8874,253.3606,-99999,-99999,-99999
1/9/2019,13,273.9477,0.7310,273.6274,-99999,-99999,-99999
1/9/2019,14,347.5206,46.9701,316.2434,-99999,-99999,-99999
1/9/2019,15,236.6882,14.0977,228.4294,-99999,-99999,-99999
1/9/2019,16,180.6973,11.4846,175.5006,-99999,-99999,-99999
1/9/2019,17,83.3689,0.9863,83.4865,-99999,-99999,-99999
1/9/2019,18,10.9612,0.3819,11.3191,-99999,-99999,-99999
1/9/2019,19,-1.6954,0.0538,-1.0416,-99999,-99999,-99999
1/9/2019,20,-1.7881,-0.0315,-1.1853,-99999,-99999,-99999
1/9/2019,21,-1.8009,-0.0001,-1.1040,-99999,-99999,-99999
1/9/2019,22,-1.7496,0.0000,-1.0792,-99999,-99999,-99999
1/9/2019,23,-2.0450,-0.0028,-1.2329,-99999,-99999,-99999
1/10/2019,0,-1.8277,-0.0062,-1.1226,-99999,-99999,-99999
1/10/2019,1,-1.9150,-0.0021,-1.1262,-99999,-99999,-99999
1/10/2019,2,-2.2860,-0.0131,-1.3623,-99999,-99999,-99999
1/10/2019,3,-2.3158,-0.0001,-1.3424,-99999,-99999,-99999
1/10/2019,4,-2.2402,0.0000,-1.3168,-99999,-99999,-99999
1/10/2019,5,-2.2475,-0.0007,-1.3990,-99999,-99999,-99999
1/10/2019,6,-2.6378,-0.0103,-1.6620,-99999,-99999,-99999
1/10/2019,7,-2.6231,-0.0659,-1.6417,-99999,-99999,-99999
1/10/2019,8,4.4818,0.2392,5.2754,-99999,-99999,-99999
1/10/2019,9,39.2002,0.3701,39.9634,-99999,-99999,-99999
1/10/2019,10,98.1050,0.3918,99.1313,-99999,-99999,-99999
1/10/2019,11,363.3565,64.8576,325.9112,-99999,-99999,-99999
1/10/2019,12,662.8742,803.4990,136.8196,-99999,-99999,-99999
1/10/2019,13,358.5509,10.6215,352.4225,-99999,-99999,-99999
1/10/2019,14,424.9614,13.5910,416.2568,-99999,-99999,-99999
1/10/2019,15,281.5214,8.1149,276.8352,-99999,-99999,-99999
1/10/2019,16,255.5694,33.2374,238.6541,-99999,-99999,-99999
1/10/2019,17,101.8637,0.4695,102.0667,-99999,-99999,-99999
1/10/2019,18,48.4081,97.7695,34.7575,-99999,-99999,-99999
1/10/2019,19,-2.2866,-0.3917,-1.8902,-99999,-99999,-99999
1/10/2019,20,-2.7100,-0.3916,-2.4622,-99999,-99999,-99999
1/10/2019,21,-2.0754,-0.2428,-1.6830,-99999,-99999,-99999
1/10/2019,22,-1.8153,-0.0343,-1.3764,-99999,-99999,-99999
1/10/2019,23,-1.7082,-0.0473,-1.2933,-99999,-99999,-99999
1/11/2019,0,-1.7353,-0.0201,-1.3440,-99999,-99999,-99999
1/11/2019,1,-1.8693,-0.0039,-1.3642,-99999,-99999,-99999
1/11/2019,2,-1.8435,-0.0100,-1.2568,-99999,-99999,-99999
1/11/2019,3,-1.7979,-0.0961,-1.3076,-99999,-99999,-99999
1/11/2019,4,-1.7528,-0.1039,-1.2484,-99999,-99999,-99999
1/11/2019,5,-1.8828,-0.0366,-1.3687,-99999,-99999,-99999
1/11/2019,6,-2.3860,-0.0685,-1.5723,-99999,-99999,-99999
1/11/2019,7,-2.3772,-0.0759,-1.4289,-99999,-99999,-99999
1/11/2019,8,3.7625,-0.0799,4.3547,-99999,-99999,-99999
1/11/2019,9,71.8764,9.5786,69.9994,-99999,-99999,-99999
1/11/2019,10,134.2430,3.0259,133.6235,-99999,-99999,-99999
1/11/2019,11,178.0237,11.8527,171.7950,-99999,-99999,-99999
1/11/2019,12,262.0025,37.2759,238.1225,-99999,-99999,-99999
1/11/2019,13,240.2473,25.3543,222.8852,-99999,-99999,-99999
1/11/2019,14,225.2213,5.3849,222.1048,-99999,-99999,-99999
1/11/2019,15,264.0347,4.0232,262.4776,-99999,-99999,-99999
1/11/2019,16,200.7504,23.7937,190.6278,-99999,-99999,-99999
1/11/2019,17,73.5659,1.0482,73.9318,-99999,-99999,-99999
1/11/2019,18,21.9344,12.0498,21.0477,-99999,-99999,-99999
1/11/2019,19,-2.2670,-0.2446,-1.6977,-99999,-99999,-99999
1/11/2019,20,-2.4559,-0.2649,-1.9105,-99999,-99999,-99999
1/11/2019,21,-2.0734,-0.5912,-1.7845,-99999,-99999,-99999
1/11/2019,22,-1.6699,-0.5218,-1.4763,-99999,-99999,-99999
1/11/2019,23,-2.1773,-0.4761,-1.7250,-99999,-99999,-99999
1/12/2019,0,-1.9605,-0.3563,-1.5709,-99999,-99999,-99999
1/12/2019,1,-2.2269,-0.4032,-1.8982,-99999,-99999,-99999
1/12/2019,2,-2.3102,-0.3918,-1.7898,-99999,-99999,-99999
1/12/2019,3,-2.6331,-0.3918,-2.1261,-99999,-99999,-99999
1/12/2019,4,-2.6239,-0.3919,-2.1716,-99999,-99999,-99999
1/12/2019,5,-2.7250,-0.3919,-2.4993,-99999,-99999,-99999
1/12/2019,6,-3.2642,-0.3920,-2.5064,-99999,-99999,-99999
1/12/2019,7,-3.3917,-0.3920,-2.5137,-99999,-99999,-99999
1/12/2019,8,24.8519,103.1926,10.7454,-99999,-99999,-99999
1/12/2019,9,200.9332,578.2358,44.9524,-99999,-99999,-99999
1/12/2019,10,402.9980,821.8010,58.6715,-99999,-99999,-99999
1/12/2019,11,567.3018,891.5275,67.3256,-99999,-99999,-99999
1/12/2019,12,672.5232,897.2151,81.4392,-99999,-99999,-99999
1/12/2019,13,723.1217,928.1758,74.1520,-99999,-99999,-99999
1/12/2019,14,712.4134,930.2402,78.9825,-99999,-99999,-99999
1/12/2019,15,521.7061,663.7969,124.2211,-99999,-99999,-99999
1/12/2019,16,464.8872,825.1957,73.4100,-99999,-99999,-99999
1/12/2019,17,263.4872,680.1668,54.4740,-99999,-99999,-99999
1/12/2019,18,71.7533,363.7097,22.2554,-99999,-99999,-99999
1/12/2019,19,-2.9022,-0.3714,-2.2845,-99999,-99999,-99999
1/12/2019,20,-3.0095,-0.3916,-2.5559,-99999,-99999,-99999
1/12/2019,21,-2.8238,-0.3918,-2.4983,-99999,-99999,-99999
1/12/2019,22,-2.7251,-0.3919,-2.4990,-99999,-99999,-99999
1/12/2019,23,-2.7389,-0.3920,-2.4971,-99999,-99999,-99999
1/13/2019,0,-2.7256,-0.3920,-2.4961,-99999,-99999,-99999
1/13/2019,1,-2.7262,-0.3920,-2.4993,-99999,-99999,-99999
1/13/2019,2,-2.7216,-0.3921,-2.2266,-99999,-99999,-99999
1/13/2019,3,-2.2183,-0.2641,-1.6125,-99999,-99999,-99999
1/13/2019,4,-2.5358,-0.3430,-1.8939,-99999,-99999,-99999
1/13/2019,5,-2.6960,-0.3922,-2.0612,-99999,-99999,-99999
1/13/2019,6,-2.6702,-0.3264,-1.9281,-99999,-99999,-99999
1/13/2019,7,-1.8839,0.0000,-1.0719,-99999,-99999,-99999
1/13/2019,8,8.3159,2.4735,8.8211,-99999,-99999,-99999
1/13/2019,9,73.3266,0.2981,73.9105,-99999,-99999,-99999
1/13/2019,10,265.9849,197.8674,176.9666,-99999,-99999,-99999
1/13/2019,11,318.6789,12.3661,312.2041,-99999,-99999,-99999
1/13/2019,12,492.3127,177.6786,370.9316,-99999,-99999,-99999
1/13/2019,13,738.8412,837.3880,152.4278,-99999,-99999,-99999
1/13/2019,14,641.4120,423.0482,347.4042,-99999,-99999,-99999
1/13/2019,15,435.8990,147.5008,346.8978,-99999,-99999,-99999
1/13/2019,16,446.7069,658.3484,139.3150,-99999,-99999,-99999
1/13/2019,17,252.9207,525.8329,79.6071,-99999,-99999,-99999
1/13/2019,18,21.7265,0.3912,22.0293,-99999,-99999,-99999
1/13/2019,19,-1.9707,-0.2203,-1.5266,-99999,-99999,-99999
1/13/2019,20,-1.8468,0.0012,-1.4242,-99999,-99999,-99999
1/13/2019,21,-2.4839,-0.2941,-1.9211,-99999,-99999,-99999
1/13/2019,22,-1.8605,-0.0371,-1.2387,-99999,-99999,-99999
1/13/2019,23,-1.7229,-0.0001,-1.0757,-99999,-99999,-99999
1/14/2019,0,-1.7102,0.0000,-1.0739,-99999,-99999,-99999
1/14/2019,1,-1.7041,0.0000,-1.0719,-99999,-99999,-99999
1/14/2019,2,-1.8139,-0.0001,-1.1340,-99999,-99999,-99999
1/14/2019,3,-1.9665,0.0000,-1.2965,-99999,-99999,-99999
1/14/2019,4,-1.9064,0.0000,-1.2085,-99999,-99999,-99999
1/14/2019,5,-1.9204,0.0000,-1.2570,-99999,-99999,-99999
1/14/2019,6,-2.2791,0.0000,-1.1250,-99999,-99999,-99999
1/14/2019,7,-2.2797,0.0000,-1.0909,-99999,-99999,-99999
1/14/2019,8,1.4706,0.0000,2.0753,-99999,-99999,-99999
1/14/2019,9,39.0582,0.1699,39.6173,-99999,-99999,-99999
1/14/2019,10,111.5116,0.3922,112.0329,-99999,-99999,-99999
1/14/2019,11,192.7408,0.5060,193.2294,-99999,-99999,-99999
1/14/2019,12,249.1601,0.6368,249.5744,-99999,-99999,-99999
1/14/2019,13,155.3153,0.4307,155.7372,-99999,-99999,-99999
1/14/2019,14,151.3123,0.3977,151.6971,-99999,-99999,-99999
1/14/2019,15,95.9522,0.3921,96.3218,-99999,-99999,-99999
1/14/2019,16,89.8708,0.3921,90.2490,-99999,-99999,-99999
1/14/2019,17,41.8495,0.3914,42.2255,-99999,-99999,-99999
1/14/2019,18,5.8100,0.1500,6.2178,-99999,-99999,-99999
1/14/2019,19,-2.3219,-0.0036,-1.6608,-99999,-99999,-99999
1/14/2019,20,-1.9000,-0.0129,-1.1860,-99999,-99999,-99999
1/14/2019,21,-2.1739,-0.0084,-1.4716,-99999,-99999,-99999
1/14/2019,22,-2.3134,-0.0222,-1.5090,-99999,-99999,-99999
1/14/2019,23,-2.1023,-0.1528,-1.3318,-99999,-99999,-99999
1/15/2019,0,-1.6216,-0.0016,-1.0724,-99999,-99999,-99999
1/15/2019,1,-1.7022,-0.0001,-1.0723,-99999,-99999,-99999
1/15/2019,2,-1.7049,0.0000,-1.0723,-99999,-99999,-99999
1/15/2019,3,-1.7137,-0.0001,-1.0889,-99999,-99999,-99999
1/15/2019,4,-1.9851,-0.1074,-1.3041,-99999,-99999,-99999
1/15/2019,5,-1.7258,-0.0014,-1.0758,-99999,-99999,-99999
1/15/2019,6,-2.1002,0.0000,-1.1332,-99999,-99999,-99999
1/15/2019,7,-2.2777,-0.1140,-1.4460,-99999,-99999,-99999
1/15/2019,8,3.1801,-0.1392,3.8181,-99999,-99999,-99999
1/15/2019,9,16.7892,0.1369,17.3607,-99999,-99999,-99999
1/15/2019,10,33.3421,0.2503,33.8504,-99999,-99999,-99999
1/15/2019,11,59.6722,-0.0158,59.7531,-99999,-99999,-99999
1/15/2019,12,77.9720,0.2764,77.8883,-99999,-99999,-99999
1/15/2019,13,78.6139,0.3662,78.4941,-99999,-99999,-99999
1/15/2019,14,92.3288,0.3923,92.2482,-99999,-99999,-99999
1/15/2019,15,73.5194,0.3909,73.5999,-99999,-99999,-99999
1/15/2019,16,58.4552,0.3908,58.9208,-99999,-99999,-99999
1/15/2019,17,18.3829,0.1118,19.0108,-99999,-99999,-99999
1/15/2019,18,2.1846,0.0000,2.5547,-99999,-99999,-99999
1/15/2019,19,-1.6043,0.0000,-1.1316,-99999,-99999,-99999
1/15/2019,20,-1.6997,0.0000,-1.0914,-99999,-99999,-99999
1/15/2019,21,-1.6573,-0.1844,-1.0815,-99999,-99999,-99999
1/15/2019,22,-1.9941,-0.1431,-1.3283,-99999,-99999,-99999
1/15/2019,23,-1.9472,-0.0530,-1.2782,-99999,-99999,-99999
1/16/2019,0,-2.0720,-0.0032,-1.4245,-99999,-99999,-99999
1/16/2019,1,-1.7371,-0.0004,-1.4277,-99999,-99999,-99999
1/16/2019,2,-1.7081,0.0001,-1.4134,-99999,-99999,-99999
1/16/2019,3,-1.6630,0.0000,-1.2301,-99999,-99999,-99999
1/16/2019,4,-1.6981,0.0000,-1.2500,-99999,-99999,-99999
1/16/2019,5,-1.7235,0.0000,-1.3762,-99999,-99999,-99999
