,DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Air Temperature [deg C],Avg Relative Humidity [%],Avg Avg Wind Speed @ 10m [m/s]
0,1/1/2015,1,-1.5128,0.0015,-1.7217,-99999.0,-99999.0,-99999.0
1,1/1/2015,2,-1.5068,0.0,-1.4733,-99999.0,-99999.0,-99999.0
2,1/1/2015,3,-1.528,0.0015,-1.4306,-99999.0,-99999.0,-99999.0
3,1/1/2015,4,-1.4508,0.0005,-1.4303,-99999.0,-99999.0,-99999.0
4,1/1/2015,5,-1.4732,0.0109,-1.4303,-99999.0,-99999.0,-99999.0
5,1/1/2015,6,-1.642,0.0015,-1.6042,-99999.0,-99999.0,-99999.0
6,1/1/2015,7,-1.4517,0.0,-1.4304,-99999.0,-99999.0,-99999.0
7,1/1/2015,8,2.6118,0.0,2.7047,-99999.0,-99999.0,-99999.0
8,1/1/2015,9,25.4065,0.0,25.4269,-99999.0,-99999.0,-99999.0
9,1/1/2015,10,55.7784,0.073,55.6374,-99999.0,-99999.0,-99999.0
10,1/1/2015,11,79.8518,0.2819,79.6717,-99999.0,-99999.0,-99999.0
11,1/1/2015,12,148.1032,0.3838,147.5296,-99999.0,-99999.0,-99999.0
12,1/1/2015,13,150.2351,0.3942,149.622,-99999.0,-99999.0,-99999.0
13,1/1/2015,14,119.8989,0.4007,119.3906,-99999.0,-99999.0,-99999.0
14,1/1/2015,15,70.1188,0.2195,69.8025,-99999.0,-99999.0,-99999.0
15,1/1/2015,16,47.6228,0.0,47.3605,-99999.0,-99999.0,-99999.0
16,1/1/2015,17,30.929,0.0,30.7825,-99999.0,-99999.0,-99999.0
17,1/1/2015,18,6.2074,0.0,6.141,-99999.0,-99999.0,-99999.0
18,1/1/2015,19,-1.3674,0.0,-1.4093,-99999.0,-99999.0,-99999.0
19,1/1/2015,20,-1.2801,0.0,-1.2292,-99999.0,-99999.0,-99999.0
20,1/1/2015,21,-1.4651,0.0,-1.4487,-99999.0,-99999.0,-99999.0
21,1/1/2015,22,-1.3204,0.0,-1.302,-99999.0,-99999.0,-99999.0
22,1/1/2015,23,-1.3802,0.0,-1.4298,-99999.0,-99999.0,-99999.0
23,1/2/2015,0,-1.5109,0.0,-1.4658,-99999.0,-99999.0,-99999.0
24,1/2/2015,1,-1.3117,0.0,-1.2854,-99999.0,-99999.0,-99999.0
25,1/2/2015,2,-1.2349,0.0,-1.1236,-99999.0,-99999.0,-99999.0
26,1/2/2015,3,-1.7494,0.0,-1.6806,-99999.0,-99999.0,-99999.0
27,1/2/2015,4,-1.8167,0.0,-1.7692,-99999.0,-99999.0,-99999.0
28,1/2/2015,5,-1.7283,0.0,-1.6566,-99999.0,-99999.0,-99999.0
29,1/2/2015,6,-1.6988,0.0,-1.5838,-99999.0,-99999.0,-99999.0
30,1/2/2015,7,-1.7761,0.0,-1.7496,-99999.0,-99999.0,-99999.0
31,1/2/2015,8,1.2286,-0.0001,1.2582,-99999.0,-99999.0,-99999.0
32,1/2/2015,9,24.8368,0.0,24.7837,-99999.0,-99999.0,-99999.0
33,1/2/2015,10,51.6663,0.0174,51.4551,-99999.0,-99999.0,-99999.0
34,1/2/2015,11,53.2135,0.0141,53.0518,-99999.0,-99999.0,-99999.0
35,1/2/2015,12,55.1667,0.0529,54.9706,-99999.0,-99999.0,-99999.0
36,1/2/2015,13,67.8599,0.0052,67.5435,-99999.0,-99999.0,-99999.0
37,1/2/2015,14,68.2822,0.0004,67.9676,-99999.0,-99999.0,-99999.0
38,1/2/2015,15,87.0917,0.0402,86.7115,-99999.0,-99999.0,-99999.0
39,1/2/2015,16,47.1911,0.0023,47.1267,-99999.0,-99999.0,-99999.0
40,1/2/2015,17,18.4538,0.0,18.3507,-99999.0,-99999.0,-99999.0
41,1/2/2015,18,4.1328,0.0,4.072,-99999.0,-99999.0,-99999.0
42,1/2/2015,19,-1.5992,0.0,-1.6061,-99999.0,-99999.0,-99999.0
43,1/2/2015,20,-1.3838,0.0,-1.4143,-99999.0,-99999.0,-99999.0
44,1/2/2015,21,-1.639,0.0,-1.4997,-99999.0,-99999.0,-99999.0
45,1/2/2015,22,-1.6528,0.0,-1.4915,-99999.0,-99999.0,-99999.0
46,1/2/2015,23,-1.6647,0.0,-1.5643,-99999.0,-99999.0,-99999.0
47,1/3/2015,0,-1.4216,0.0,-1.2807,-99999.0,-99999.0,-99999.0
48,1/3/2015,1,-1.6091,0.0,-1.4346,-99999.0,-99999.0,-99999.0
49,1/3/2015,2,-1.4745,0.0,-1.4017,-99999.0,-99999.0,-99999.0
50,1/3/2015,3,-1.4867,0.0,-1.3759,-99999.0,-99999.0,-99999.0
51,1/3/2015,4,-1.2561,0.0,-1.0537,-99999.0,-99999.0,-99999.0
52,1/3/2015,5,-1.351,0.0,-1.1739,-99999.0,-99999.0,-99999.0
53,1/3/2015,6,-1.4598,0.0,-1.462,-99999.0,-99999.0,-99999.0
54,1/3/2015,7,-1.3768,0.0,-1.3038,-99999.0,-99999.0,-99999.0
55,1/3/2015,8,1.4731,0.0001,1.5198,-99999.0,-99999.0,-99999.0
56,1/3/2015,9,20.7563,0.0044,20.7394,-99999.0,-99999.0,-99999.0
57,1/3/2015,10,62.6183,0.1641,62.4502,-99999.0,-99999.0,-99999.0
58,1/3/2015,11,99.4232,0.2544,99.0666,-99999.0,-99999.0,-99999.0
59,1/3/2015,12,80.8281,0.3878,80.5673,-99999.0,-99999.0,-99999.0
60,1/3/2015,13,125.1602,0.3926,124.7559,-99999.0,-99999.0,-99999.0
61,1/3/2015,14,159.6705,0.4114,159.129,-99999.0,-99999.0,-99999.0
62,1/3/2015,15,240.302,0.5986,239.5793,-99999.0,-99999.0,-99999.0
63,1/3/2015,16,214.5213,1.316,213.6442,-99999.0,-99999.0,-99999.0
64,1/3/2015,17,194.0009,301.3066,113.0623,-99999.0,-99999.0,-99999.0
65,1/3/2015,18,65.5885,217.4512,35.1401,-99999.0,-99999.0,-99999.0
66,1/3/2015,19,-2.3069,-0.3905,-2.3319,-99999.0,-99999.0,-99999.0
67,1/3/2015,20,-2.271,-0.3913,-2.2697,-99999.0,-99999.0,-99999.0
68,1/3/2015,21,-2.1255,-0.3922,-2.1532,-99999.0,-99999.0,-99999.0
69,1/3/2015,22,-2.1275,-0.3807,-2.1764,-99999.0,-99999.0,-99999.0
70,1/3/2015,23,-2.0747,-0.3894,-2.1478,-99999.0,-99999.0,-99999.0
71,1/4/2015,0,-2.0244,-0.3864,-2.0231,-99999.0,-99999.0,-99999.0
72,1/4/2015,1,-1.9408,-0.3722,-1.9445,-99999.0,-99999.0,-99999.0
73,1/4/2015,2,-1.9173,-0.3923,-1.8867,-99999.0,-99999.0,-99999.0
74,1/4/2015,3,-1.7497,-0.2695,-1.6965,-99999.0,-99999.0,-99999.0
75,1/4/2015,4,-1.6451,-0.101,-1.6402,-99999.0,-99999.0,-99999.0
76,1/4/2015,5,-1.6363,-0.2446,-1.6026,-99999.0,-99999.0,-99999.0
77,1/4/2015,6,-2.4093,-0.3872,-2.3797,-99999.0,-99999.0,-99999.0
78,1/4/2015,7,-2.2958,-0.3912,-2.229,-99999.0,-99999.0,-99999.0
79,1/4/2015,8,13.3402,6.1164,12.7214,-99999.0,-99999.0,-99999.0
80,1/4/2015,9,95.0621,0.038,94.8238,-99999.0,-99999.0,-99999.0
81,1/4/2015,10,156.8215,9.9788,152.1652,-99999.0,-99999.0,-99999.0
82,1/4/2015,11,238.8558,21.8775,225.0548,-99999.0,-99999.0,-99999.0
83,1/4/2015,12,341.3162,39.832,314.0363,-99999.0,-99999.0,-99999.0
84,1/4/2015,13,343.0768,25.7968,324.4487,-99999.0,-99999.0,-99999.0
85,1/4/2015,14,317.7576,8.1883,311.3536,-99999.0,-99999.0,-99999.0
86,1/4/2015,15,336.8692,84.2526,284.3956,-99999.0,-99999.0,-99999.0
87,1/4/2015,16,216.0038,16.9613,207.9613,-99999.0,-99999.0,-99999.0
88,1/4/2015,17,115.8006,10.3479,111.4536,-99999.0,-99999.0,-99999.0
89,1/4/2015,18,25.7082,0.171,25.541,-99999.0,-99999.0,-99999.0
90,1/4/2015,19,-2.2831,-0.3321,-2.3303,-99999.0,-99999.0,-99999.0
91,1/4/2015,20,-2.252,-0.2408,-2.1975,-99999.0,-99999.0,-99999.0
92,1/4/2015,21,-2.1649,-0.3104,-2.1289,-99999.0,-99999.0,-99999.0
93,1/4/2015,22,-1.961,-0.1874,-1.9629,-99999.0,-99999.0,-99999.0
94,1/4/2015,23,-1.7423,-0.0174,-1.7361,-99999.0,-99999.0,-99999.0
95,1/5/2015,0,-1.7016,-0.039,-1.6571,-99999.0,-99999.0,-99999.0
96,1/5/2015,1,-1.5154,0.0,-1.5012,-99999.0,-99999.0,-99999.0
97,1/5/2015,2,-1.4075,0.0,-1.428,-99999.0,-99999.0,-99999.0
98,1/5/2015,3,-1.3634,0.0,-1.3788,-99999.0,-99999.0,-99999.0
99,1/5/2015,4,-1.3561,0.0,-1.3442,-99999.0,-99999.0,-99999.0
100,1/5/2015,5,-1.3792,0.0,-1.3712,-99999.0,-99999.0,-99999.0
101,1/5/2015,6,-1.4786,0.0,-1.484,-99999.0,-99999.0,-99999.0
102,1/5/2015,7,-1.3607,0.0,-1.4029,-99999.0,-99999.0,-99999.0
103,1/5/2015,8,6.4113,0.0,6.4069,-99999.0,-99999.0,-99999.0
104,1/5/2015,9,76.5869,0.0204,76.4548,-99999.0,-99999.0,-99999.0
105,1/5/2015,10,184.8526,4.2856,182.6023,-99999.0,-99999.0,-99999.0
106,1/5/2015,11,230.4691,2.2713,228.7588,-99999.0,-99999.0,-99999.0
107,1/5/2015,12,338.4493,38.4577,311.8416,-99999.0,-99999.0,-99999.0
108,1/5/2015,13,533.2022,332.971,305.4924,-99999.0,-99999.0,-99999.0
109,1/5/2015,14,534.0042,273.8969,348.3365,-99999.0,-99999.0,-99999.0
110,1/5/2015,15,323.9685,5.799,319.6204,-99999.0,-99999.0,-99999.0
111,1/5/2015,16,325.1214,186.4845,232.0426,-99999.0,-99999.0,-99999.0
112,1/5/2015,17,106.7979,1.936,105.8395,-99999.0,-99999.0,-99999.0
113,1/5/2015,18,22.4497,0.6082,22.2846,-99999.0,-99999.0,-99999.0
114,1/5/2015,19,-1.6318,-0.0026,-1.6811,-99999.0,-99999.0,-99999.0
115,1/5/2015,20,-1.8156,-0.0614,-1.7919,-99999.0,-99999.0,-99999.0
116,1/5/2015,21,-2.1744,-0.391,-2.186,-99999.0,-99999.0,-99999.0
117,1/5/2015,22,-2.161,-0.3396,-2.2216,-99999.0,-99999.0,-99999.0
118,1/5/2015,23,-1.8913,-0.2201,-1.8751,-99999.0,-99999.0,-99999.0
119,1/6/2015,0,-1.6483,-0.0003,-1.6624,-99999.0,-99999.0,-99999.0
120,1/6/2015,1,-1.7477,-0.0039,-1.7537,-99999.0,-99999.0,-99999.0
121,1/6/2015,2,-1.7955,-0.0168,-1.7947,-99999.0,-99999.0,-99999.0
122,1/6/2015,3,-1.8084,-0.0287,-1.7913,-99999.0,-99999.0,-99999.0
123,1/6/2015,4,-1.6396,-0.0181,-1.6193,-99999.0,-99999.0,-99999.0
124,1/6/2015,5,-1.4781,0.0,-1.4277,-99999.0,-99999.0,-99999.0
125,1/6/2015,6,-1.4873,0.0,-1.4814,-99999.0,-99999.0,-99999.0
126,1/6/2015,7,-1.2802,0.0,-1.2835,-99999.0,-99999.0,-99999.0
127,1/6/2015,8,10.7814,1.1517,10.7315,-99999.0,-99999.0,-99999.0
128,1/6/2015,9,73.4687,0.3696,73.311,-99999.0,-99999.0,-99999.0
129,1/6/2015,10,271.482,195.0241,177.5869,-99999.0,-99999.0,-99999.0
130,1/6/2015,11,361.8644,110.9056,300.5561,-99999.0,-99999.0,-99999.0
131,1/6/2015,12,382.866,121.7977,300.8078,-99999.0,-99999.0,-99999.0
132,1/6/2015,13,342.1691,45.2768,309.695,-99999.0,-99999.0,-99999.0
133,1/6/2015,14,261.6398,3.333,257.8476,-99999.0,-99999.0,-99999.0
134,1/6/2015,15,372.9013,137.2195,291.9702,-99999.0,-99999.0,-99999.0
135,1/6/2015,16,345.4312,300.067,193.4861,-99999.0,-99999.0,-99999.0
136,1/6/2015,17,220.9307,320.8999,115.5593,-99999.0,-99999.0,-99999.0
137,1/6/2015,18,27.1277,7.9172,25.5937,-99999.0,-99999.0,-99999.0
138,1/6/2015,19,-1.9374,-0.2807,-1.9105,-99999.0,-99999.0,-99999.0
139,1/6/2015,20,-1.924,-0.1845,-1.8994,-99999.0,-99999.0,-99999.0
140,1/6/2015,21,-1.8181,-0.0775,-1.8459,-99999.0,-99999.0,-99999.0
141,1/6/2015,22,-1.7232,-0.0496,-1.7849,-99999.0,-99999.0,-99999.0
142,1/6/2015,23,-1.9818,-0.2833,-1.9859,-99999.0,-99999.0,-99999.0
143,1/7/2015,0,-1.9386,-0.2397,-1.9216,-99999.0,-99999.0,-99999.0
144,1/7/2015,1,-1.3853,-0.0003,-1.3333,-99999.0,-99999.0,-99999.0
145,1/7/2015,2,-1.3656,0.0,-1.3069,-99999.0,-99999.0,-99999.0
146,1/7/2015,3,-1.4486,0.0,-1.3831,-99999.0,-99999.0,-99999.0
147,1/7/2015,4,-1.3459,0.0,-1.2549,-99999.0,-99999.0,-99999.0
148,1/7/2015,5,-1.3802,0.0,-1.3299,-99999.0,-99999.0,-99999.0
149,1/7/2015,6,-1.7384,0.0,-1.6339,-99999.0,-99999.0,-99999.0
150,1/7/2015,7,-1.4442,0.0,-1.4289,-99999.0,-99999.0,-99999.0
151,1/7/2015,8,2.4824,0.0001,2.5133,-99999.0,-99999.0,-99999.0
152,1/7/2015,9,28.6928,0.0609,28.6423,-99999.0,-99999.0,-99999.0
153,1/7/2015,10,142.8052,0.4557,142.4881,-99999.0,-99999.0,-99999.0
154,1/7/2015,11,205.3617,0.477,204.6116,-99999.0,-99999.0,-99999.0
155,1/7/2015,12,200.8601,0.7802,200.0179,-99999.0,-99999.0,-99999.0
156,1/7/2015,13,95.1241,0.3916,94.6542,-99999.0,-99999.0,-99999.0
157,1/7/2015,14,87.6631,0.2517,87.2881,-99999.0,-99999.0,-99999.0
158,1/7/2015,15,111.5122,0.3593,111.1262,-99999.0,-99999.0,-99999.0
159,1/7/2015,16,82.9151,0.3917,82.6147,-99999.0,-99999.0,-99999.0
160,1/7/2015,17,54.7887,0.382,54.6041,-99999.0,-99999.0,-99999.0
161,1/7/2015,18,25.3513,0.1231,25.2568,-99999.0,-99999.0,-99999.0
162,1/7/2015,19,-1.4489,0.0,-1.3875,-99999.0,-99999.0,-99999.0
163,1/7/2015,20,-1.6361,0.0047,-1.5445,-99999.0,-99999.0,-99999.0
164,1/7/2015,21,-1.4857,0.0023,-1.4547,-99999.0,-99999.0,-99999.0
165,1/7/2015,22,-1.3671,0.0,-1.3939,-99999.0,-99999.0,-99999.0
166,1/7/2015,23,-1.3635,0.0,-1.4234,-99999.0,-99999.0,-99999.0
167,1/8/2015,0,-1.3647,0.0,-1.4242,-99999.0,-99999.0,-99999.0
168,1/8/2015,1,-1.3717,0.0,-1.4284,-99999.0,-99999.0,-99999.0
169,1/8/2015,2,-1.3651,0.0,-1.3893,-99999.0,-99999.0,-99999.0
170,1/8/2015,3,-1.3458,0.0,-1.3248,-99999.0,-99999.0,-99999.0
171,1/8/2015,4,-1.2808,0.0,-1.1747,-99999.0,-99999.0,-99999.0
172,1/8/2015,5,-1.2634,0.0,-1.1642,-99999.0,-99999.0,-99999.0
173,1/8/2015,6,-1.3973,0.0,-1.3343,-99999.0,-99999.0,-99999.0
174,1/8/2015,7,-1.2864,0.0,-1.2126,-99999.0,-99999.0,-99999.0
175,1/8/2015,8,3.5039,0.0,3.5092,-99999.0,-99999.0,-99999.0
176,1/8/2015,9,17.3729,0.0,17.3562,-99999.0,-99999.0,-99999.0
177,1/8/2015,10,63.9609,0.103,63.8414,-99999.0,-99999.0,-99999.0
178,1/8/2015,11,85.2968,0.1998,85.0889,-99999.0,-99999.0,-99999.0
179,1/8/2015,12,80.6222,0.251,80.3902,-99999.0,-99999.0,-99999.0
180,1/8/2015,13,121.3876,0.3899,120.9994,-99999.0,-99999.0,-99999.0
181,1/8/2015,14,89.2676,0.3654,89.019,-99999.0,-99999.0,-99999.0
182,1/8/2015,15,106.0732,0.3782,105.7746,-99999.0,-99999.0,-99999.0
183,1/8/2015,16,111.2824,0.3942,111.0126,-99999.0,-99999.0,-99999.0
184,1/8/2015,17,47.9529,0.168,47.8045,-99999.0,-99999.0,-99999.0
185,1/8/2015,18,7.0783,0.0,7.0565,-99999.0,-99999.0,-99999.0
186,1/8/2015,19,-1.3043,0.0,-1.2416,-99999.0,-99999.0,-99999.0
187,1/8/2015,20,-1.2498,0.0,-1.1415,-99999.0,-99999.0,-99999.0
188,1/8/2015,21,-1.18,0.0,-1.0734,-99999.0,-99999.0,-99999.0
189,1/8/2015,22,-1.2132,0.0,-1.0947,-99999.0,-99999.0,-99999.0
190,1/8/2015,23,-1.1696,0.0,-1.0869,-99999.0,-99999.0,-99999.0
191,1/9/2015,0,-1.0506,0.0,-1.0697,-99999.0,-99999.0,-99999.0
192,1/9/2015,1,-1.059,0.0,-1.0646,-99999.0,-99999.0,-99999.0
193,1/9/2015,2,-1.0532,0.0,-1.0481,-99999.0,-99999.0,-99999.0
194,1/9/2015,3,-1.1701,0.0,-1.0954,-99999.0,-99999.0,-99999.0
195,1/9/2015,4,-1.3092,0.0,-1.2155,-99999.0,-99999.0,-99999.0
196,1/9/2015,5,-1.2238,0.0,-1.1111,-99999.0,-99999.0,-99999.0
197,1/9/2015,6,-1.3954,0.0,-1.3641,-99999.0,-99999.0,-99999.0
198,1/9/2015,7,-1.2236,0.0,-1.1735,-99999.0,-99999.0,-99999.0
199,1/9/2015,8,2.1718,0.0,2.1875,-99999.0,-99999.0,-99999.0
200,1/9/2015,9,18.35,0.0,18.3104,-99999.0,-99999.0,-99999.0
201,1/9/2015,10,42.1204,0.0,42.0127,-99999.0,-99999.0,-99999.0
202,1/9/2015,11,54.1692,0.0,54.0068,-99999.0,-99999.0,-99999.0
203,1/9/2015,12,75.0982,0.0244,74.8169,-99999.0,-99999.0,-99999.0
204,1/9/2015,13,75.7105,0.0396,75.4675,-99999.0,-99999.0,-99999.0
205,1/9/2015,14,82.6549,0.0023,82.3066,-99999.0,-99999.0,-99999.0
206,1/9/2015,15,67.6769,0.0052,67.4801,-99999.0,-99999.0,-99999.0
207,1/9/2015,16,62.5748,0.0619,62.3516,-99999.0,-99999.0,-99999.0
208,1/9/2015,17,25.9286,0.0,25.7857,-99999.0,-99999.0,-99999.0
209,1/9/2015,18,5.1783,0.0,5.1723,-99999.0,-99999.0,-99999.0
210,1/9/2015,19,-0.9991,0.0,-1.0105,-99999.0,-99999.0,-99999.0
211,1/9/2015,20,-1.357,0.0,-1.3776,-99999.0,-99999.0,-99999.0
212,1/9/2015,21,-1.442,0.0,-1.4233,-99999.0,-99999.0,-99999.0
213,1/9/2015,22,-1.3627,0.0004,-1.398,-99999.0,-99999.0,-99999.0
214,1/9/2015,23,-1.3572,0.0,-1.3568,-99999.0,-99999.0,-99999.0
215,1/10/2015,0,-1.3618,0.0,-1.4152,-99999.0,-99999.0,-99999.0
216,1/10/2015,1,-1.3162,0.0,-1.3407,-99999.0,-99999.0,-99999.0
217,1/10/2015,2,-1.3234,0.0,-1.51,-99999.0,-99999.0,-99999.0
218,1/10/2015,3,-1.3635,0.0,-1.6218,-99999.0,-99999.0,-99999.0
219,1/10/2015,4,-1.4409,0.0,-1.5035,-99999.0,-99999.0,-99999.0
220,1/10/2015,5,-2.3621,0.0001,-2.2773,-99999.0,-99999.0,-99999.0
221,1/10/2015,6,-3.2573,0.0,-3.2385,-99999.0,-99999.0,-99999.0
222,1/10/2015,7,-2.7853,0.0,-2.8615,-99999.0,-99999.0,-99999.0
223,1/10/2015,8,-1.9692,0.0,-1.9509,-99999.0,-99999.0,-99999.0
224,1/10/2015,9,9.5802,0.0,9.5618,-99999.0,-99999.0,-99999.0
225,1/10/2015,10,24.1295,0.023,24.0894,-99999.0,-99999.0,-99999.0
226,1/10/2015,11,42.5121,0.1596,42.5238,-99999.0,-99999.0,-99999.0
227,1/10/2015,12,55.8993,0.3672,55.9381,-99999.0,-99999.0,-99999.0
228,1/10/2015,13,68.001,0.3427,68.0886,-99999.0,-99999.0,-99999.0
229,1/10/2015,14,79.8976,0.1777,79.928,-99999.0,-99999.0,-99999.0
230,1/10/2015,15,75.3663,0.016,75.4401,-99999.0,-99999.0,-99999.0
231,1/10/2015,16,53.3108,0.0,53.3757,-99999.0,-99999.0,-99999.0
232,1/10/2015,17,29.8926,0.0,30.0508,-99999.0,-99999.0,-99999.0
233,1/10/2015,18,8.3564,0.0,8.4638,-99999.0,-99999.0,-99999.0
234,1/10/2015,19,-2.4985,0.0,-2.4971,-99999.0,-99999.0,-99999.0
235,1/10/2015,20,-2.5994,0.0,-2.4656,-99999.0,-99999.0,-99999.0
236,1/10/2015,21,-2.6802,0.0111,-1.5387,-99999.0,-99999.0,-99999.0
237,1/10/2015,22,-2.6658,0.0003,-1.309,-99999.0,-99999.0,-99999.0
238,1/10/2015,23,-2.6625,0.0146,-1.3826,-99999.0,-99999.0,-99999.0
239,1/11/2015,0,-2.5337,0.0,-1.4305,-99999.0,-99999.0,-99999.0
240,1/11/2015,1,-2.3436,0.0085,-1.3025,-99999.0,-99999.0,-99999.0
241,1/11/2015,2,-1.1125,0.0032,-1.1014,-99999.0,-99999.0,-99999.0
242,1/11/2015,3,-0.9428,0.0161,-1.3014,-99999.0,-99999.0,-99999.0
243,1/11/2015,4,-0.9031,0.0056,-1.1185,-99999.0,-99999.0,-99999.0
244,1/11/2015,5,-1.3278,0.0,-1.4196,-99999.0,-99999.0,-99999.0
245,1/11/2015,6,-1.2741,0.1813,-1.3447,-99999.0,-99999.0,-99999.0
246,1/11/2015,7,-1.0569,0.0984,-1.1009,-99999.0,-99999.0,-99999.0
247,1/11/2015,8,9.8064,0.2462,9.7266,-99999.0,-99999.0,-99999.0
248,1/11/2015,9,81.3477,0.4764,81.0177,-99999.0,-99999.0,-99999.0
249,1/11/2015,10,243.552,40.3328,224.0361,-99999.0,-99999.0,-99999.0
250,1/11/2015,11,396.2845,140.4827,318.563,-99999.0,-99999.0,-99999.0
251,1/11/2015,12,334.121,7.9685,328.1975,-99999.0,-99999.0,-99999.0
252,1/11/2015,13,443.7334,72.3986,392.5707,-99999.0,-99999.0,-99999.0
253,1/11/2015,14,416.6739,14.1694,405.6376,-99999.0,-99999.0,-99999.0
254,1/11/2015,15,508.4508,543.6411,185.656,-99999.0,-99999.0,-99999.0
255,1/11/2015,16,443.0153,759.8069,68.7936,-99999.0,-99999.0,-99999.0
256,1/11/2015,17,261.7707,643.3864,48.283,-99999.0,-99999.0,-99999.0
257,1/11/2015,18,68.6855,320.0186,21.0091,-99999.0,-99999.0,-99999.0
258,1/11/2015,19,-1.9115,-0.3741,-1.9663,-99999.0,-99999.0,-99999.0
259,1/11/2015,20,-2.366,-0.392,-2.3225,-99999.0,-99999.0,-99999.0
260,1/11/2015,21,-2.2184,-0.3999,-2.1871,-99999.0,-99999.0,-99999.0
261,1/11/2015,22,-2.2081,-0.4085,-2.1588,-99999.0,-99999.0,-99999.0
262,1/11/2015,23,-2.2175,-0.36,-2.1994,-99999.0,-99999.0,-99999.0
263,1/12/2015,0,-2.1235,-0.3786,-2.1441,-99999.0,-99999.0,-99999.0
264,1/12/2015,1,-1.9991,-0.1829,-2.0096,-99999.0,-99999.0,-99999.0
265,1/12/2015,2,-1.8083,-0.0004,-1.7674,-99999.0,-99999.0,-99999.0
266,1/12/2015,3,-2.0828,-0.0056,-2.1232,-99999.0,-99999.0,-99999.0
267,1/12/2015,4,-2.0418,-0.0002,-2.0636,-99999.0,-99999.0,-99999.0
268,1/12/2015,5,-2.0369,-0.0007,-2.0085,-99999.0,-99999.0,-99999.0
269,1/12/2015,6,-2.329,0.0,-2.2946,-99999.0,-99999.0,-99999.0
270,1/12/2015,7,-2.0257,0.0,-2.0667,-99999.0,-99999.0,-99999.0
271,1/12/2015,8,13.4139,0.0053,13.4116,-99999.0,-99999.0,-99999.0
272,1/12/2015,9,115.9617,3.5225,114.5805,-99999.0,-99999.0,-99999.0
273,1/12/2015,10,247.1324,38.2845,228.0974,-99999.0,-99999.0,-99999.0
274,1/12/2015,11,530.6899,710.9859,128.9746,-99999.0,-99999.0,-99999.0
275,1/12/2015,12,626.8471,739.2316,142.6469,-99999.0,-99999.0,-99999.0
276,1/12/2015,13,665.7286,754.1253,141.7533,-99999.0,-99999.0,-99999.0
277,1/12/2015,14,668.2046,842.3792,95.7924,-99999.0,-99999.0,-99999.0
278,1/12/2015,15,574.5095,760.5401,107.5475,-99999.0,-99999.0,-99999.0
279,1/12/2015,16,423.4579,641.7731,102.8386,-99999.0,-99999.0,-99999.0
280,1/12/2015,17,242.1846,473.7839,76.9301,-99999.0,-99999.0,-99999.0
281,1/12/2015,18,27.4882,0.8585,27.1648,-99999.0,-99999.0,-99999.0
282,1/12/2015,19,-1.1355,0.0266,-1.1377,-99999.0,-99999.0,-99999.0
283,1/12/2015,20,-1.1926,0.0,-1.1233,-99999.0,-99999.0,-99999.0
284,1/12/2015,21,-1.5181,-0.0011,-1.5054,-99999.0,-99999.0,-99999.0
285,1/12/2015,22,-1.7281,-0.0222,-1.6972,-99999.0,-99999.0,-99999.0
286,1/12/2015,23,-1.7933,0.0,-1.8137,-99999.0,-99999.0,-99999.0
287,1/13/2015,0,-1.8363,0.0,-1.5268,-99999.0,-99999.0,-99999.0
288,1/13/2015,1,-1.894,0.0,-1.5913,-99999.0,-99999.0,-99999.0
289,1/13/2015,2,-1.9295,0.0,-1.729,-99999.0,-99999.0,-99999.0
290,1/13/2015,3,-1.9438,0.0,-1.7683,-99999.0,-99999.0,-99999.0
291,1/13/2015,4,-1.6625,-0.0504,-1.5081,-99999.0,-99999.0,-99999.0
292,1/13/2015,5,-1.392,-0.036,-1.3416,-99999.0,-99999.0,-99999.0
293,1/13/2015,6,-1.314,-0.0987,-1.3164,-99999.0,-99999.0,-99999.0
294,1/13/2015,7,-1.2061,0.0,-1.1324,-99999.0,-99999.0,-99999.0
295,1/13/2015,8,2.2608,0.0,2.252,-99999.0,-99999.0,-99999.0
296,1/13/2015,9,23.6229,0.0001,23.5103,-99999.0,-99999.0,-99999.0
297,1/13/2015,10,65.6938,0.2519,65.367,-99999.0,-99999.0,-99999.0
298,1/13/2015,11,91.609,0.3141,91.0983,-99999.0,-99999.0,-99999.0
299,1/13/2015,12,88.5261,0.3722,88.0011,-99999.0,-99999.0,-99999.0
300,1/13/2015,13,106.4849,0.3919,105.8441,-99999.0,-99999.0,-99999.0
301,1/13/2015,14,152.6957,0.4035,151.8016,-99999.0,-99999.0,-99999.0
302,1/13/2015,15,118.4806,0.3912,117.8187,-99999.0,-99999.0,-99999.0
303,1/13/2015,16,115.7066,0.3922,115.1336,-99999.0,-99999.0,-99999.0
304,1/13/2015,17,37.7159,0.1508,37.4819,-99999.0,-99999.0,-99999.0
305,1/13/2015,18,7.7207,0.0,7.6602,-99999.0,-99999.0,-99999.0
306,1/13/2015,19,-1.249,0.0,-1.2085,-99999.0,-99999.0,-99999.0
307,1/13/2015,20,-1.3604,0.0,-1.3504,-99999.0,-99999.0,-99999.0
308,1/13/2015,21,-1.3145,0.0,-1.2319,-99999.0,-99999.0,-99999.0
309,1/13/2015,22,-1.3491,0.0,-1.3101,-99999.0,-99999.0,-99999.0
